시작연도,매수방식,경과개월,날짜,월봉종가(달러),10개월이동평균(달러),원달러환율,매수신호,인출전현금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2002,일시매수,16,2003-04-30,23.130334854125977,20.81308708190918,1215.5,전액매수,0.0,1782.4505311637859,1000000.0,1000000.0,35.568300686009835,0.0,0.0,1746.882230477776,49113457.679604046,49113457.679604046
2002,일시매수,17,2003-05-31,25.10210609436035,21.313612937927246,1210.0,전액매수,0.0,1746.882230477776,1000000.0,1000000.0,32.92338411307296,0.0,0.0,1713.958846364703,52059011.93140524,52059011.93140524
2002,일시매수,18,2003-06-30,25.236919403076172,21.85795497894287,1196.0,전액매수,0.0,1713.958846364703,1000000.0,1000000.0,33.1308424765931,0.0,0.0,1680.8280038881098,50733029.354010925,50733029.354010925
2002,일시매수,19,2003-07-31,26.795795440673828,22.79159507751465,1181.0,전액매수,0.0,1680.8280038881098,1000000.0,1000000.0,31.59973558833491,0.0,0.0,1649.228268299775,52191204.691870585,52191204.691870585
2002,일시매수,20,2003-08-31,28.13558006286621,23.536483192443846,1175.0,전액매수,0.0,1649.228268299775,1000000.0,1000000.0,30.24866833687505,0.0,0.0,1618.9795999629,53522342.93201136,53522342.93201136
2002,일시매수,21,2003-09-30,27.31822967529297,23.932521247863768,1150.2,전액매수,0.0,1618.9795999629,1000000.0,1000000.0,31.82541567619342,0.0,0.0,1587.1541842867066,49870650.565420784,49870650.565420784
2002,일시매수,22,2003-10-31,29.643918991088867,24.843411445617676,1184.0,전액매수,0.0,1587.1541842867066,1000000.0,1000000.0,28.491327170624256,0.0,0.0,1558.6628571160823,54706572.55738963,54706572.55738963
2002,일시매수,23,2003-11-30,29.812435150146484,25.765255165100097,1202.1,전액매수,0.0,1558.6628571160823,1000000.0,1000000.0,27.903710093970712,0.0,0.0,1530.7591470221116,54858624.242690586,54858624.242690586
2002,일시매수,24,2003-12-31,30.734466552734375,26.71863250732422,1192.0,전액매수,0.0,1530.7591470221116,1000000.0,1000000.0,27.29594063580736,0.0,0.0,1503.4632063863044,55080102.43889641,55080102.43889641
2002,일시매수,25,2004-01-31,31.248701095581055,27.71584873199463,1174.0,전액매수,0.0,1503.4632063863044,1000000.0,1000000.0,27.258373197114068,0.0,0.0,1476.2048331891904,54156013.73252461,54156013.73252461
